ip_src,ip_dst,src_port,dst_port,protocol,duration,packet_count,total_bytes,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,packets_per_second,bytes_per_second,avg_packet_size,syn_count,ack_count,fin_count,rst_count,start_time,end_time
159.1.65.151,192.168.1.100,53679,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.640479,1769868534.640479
192.168.1.100,38.139.53.14,80,55764,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.640539,1769868534.640539
192.168.1.100,2.208.56.42,80,58471,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.640601,1769868534.640601
192.168.1.100,96.3.4.48,80,3214,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64067,1769868534.64067
192.168.1.100,6.46.44.14,80,39961,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.640753,1769868534.640753
132.126.184.85,192.168.1.100,7803,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.640812,1769868534.640812
192.168.1.100,45.83.34.204,80,5000,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.640871,1769868534.640871
100.32.48.176,192.168.1.100,64108,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.64093,1769868534.64093
131.255.92.128,192.168.1.100,63325,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.640989,1769868534.640989
192.168.1.100,214.87.229.115,80,45745,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641048,1769868534.641048
192.168.1.100,75.96.114.32,80,2896,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641107,1769868534.641107
192.168.1.100,78.111.248.120,80,40863,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641166,1769868534.641166
192.168.1.100,95.159.246.237,80,523,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64123,1769868534.64123
192.168.1.100,204.103.13.191,80,56043,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641289,1769868534.641289
192.168.1.100,239.173.7.125,80,55639,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641348,1769868534.641348
10.119.249.33,192.168.1.100,53010,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.641406,1769868534.641406
192.168.1.100,80.127.253.192,80,41139,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641472,1769868534.641472
164.38.138.193,192.168.1.100,37939,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.641582,1769868534.641582
192.168.1.100,28.3.162.210,80,48285,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641671,1769868534.641671
192.168.1.100,229.64.6.253,80,16879,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641735,1769868534.641735
168.47.160.20,192.168.1.100,50807,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.641794,1769868534.641794
192.168.1.100,64.208.142.14,80,50644,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.641859,1769868534.641859
131.229.66.102,192.168.1.100,35666,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.641923,1769868534.641923
16.158.236.10,192.168.1.100,13680,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.641984,1769868534.641984
192.168.1.100,69.58.234.100,80,35909,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642043,1769868534.642043
192.168.1.100,40.41.149.20,80,4170,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642102,1769868534.642102
119.1.230.209,192.168.1.100,15143,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.642161,1769868534.642161
192.168.1.100,64.2.255.108,80,39735,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64222,1769868534.64222
192.168.1.100,33.9.63.112,80,15389,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642281,1769868534.642281
192.168.1.100,193.235.189.108,80,42710,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642355,1769868534.642355
192.168.1.100,211.184.124.93,80,23374,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642469,1769868534.642469
136.163.78.109,192.168.1.100,4854,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.642559,1769868534.642559
187.54.123.166,192.168.1.100,46773,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.642625,1769868534.642625
192.168.1.100,29.10.23.112,80,57725,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642686,1769868534.642686
192.168.1.100,68.114.18.76,80,64582,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642746,1769868534.642746
192.168.1.100,39.50.201.248,80,57988,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642806,1769868534.642806
192.168.1.100,58.79.145.127,80,9693,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64287,1769868534.64287
192.168.1.100,66.96.214.117,80,34491,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642933,1769868534.642933
192.168.1.100,237.108.180.239,80,8697,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.642994,1769868534.642994
192.168.1.100,41.190.156.240,80,3174,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643057,1769868534.643057
192.168.1.100,218.142.114.3,80,33029,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643118,1769868534.643118
158.152.196.57,192.168.1.100,17828,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.643177,1769868534.643177
192.168.1.100,86.67.116.224,80,47342,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643262,1769868534.643262
192.168.1.100,200.1.16.133,80,11050,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643324,1769868534.643324
192.168.1.100,58.204.146.9,80,52147,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643383,1769868534.643383
192.168.1.100,75.235.250.248,80,50352,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643443,1769868534.643443
192.168.1.100,64.108.178.244,80,15172,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643504,1769868534.643504
14.248.92.219,192.168.1.100,59327,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.643563,1769868534.643563
192.168.1.100,195.128.166.24,80,44671,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643622,1769868534.643622
126.15.127.196,192.168.1.100,55655,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.643681,1769868534.643681
192.168.1.100,20.230.173.84,80,2294,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64374,1769868534.64374
145.147.19.252,192.168.1.100,4803,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.643799,1769868534.643799
192.168.1.100,241.37.202.34,80,38656,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643859,1769868534.643859
188.43.7.54,192.168.1.100,50739,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.64392,1769868534.64392
192.168.1.100,53.139.2.13,80,1997,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.643986,1769868534.643986
192.168.1.100,237.148.151.30,80,10824,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644057,1769868534.644057
192.168.1.100,75.99.0.99,80,17815,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644132,1769868534.644132
192.168.1.100,248.175.45.10,80,39579,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644204,1769868534.644204
192.168.1.100,39.100.191.50,80,48925,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644265,1769868534.644265
184.50.79.157,192.168.1.100,3769,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.644342,1769868534.644342
116.57.214.248,192.168.1.100,15734,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.644401,1769868534.644401
192.168.1.100,3.104.72.4,80,52733,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644467,1769868534.644467
192.168.1.100,50.252.45.177,80,34378,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644528,1769868534.644528
192.168.1.100,38.192.27.15,80,12388,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644589,1769868534.644589
192.168.1.100,76.33.122.95,80,61521,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644648,1769868534.644648
192.168.1.100,78.108.33.95,80,37165,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644707,1769868534.644707
192.168.1.100,89.166.69.35,80,49705,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644766,1769868534.644766
192.168.1.100,80.237.206.199,80,18323,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644837,1769868534.644837
126.52.58.40,192.168.1.100,3479,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.644896,1769868534.644896
192.168.1.100,220.70.137.2,80,2057,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.644955,1769868534.644955
101.82.126.160,192.168.1.100,34113,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.645015,1769868534.645015
192.168.1.100,75.23.118.14,80,42215,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.645074,1769868534.645074
192.168.1.100,234.251.43.163,80,17044,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.645133,1769868534.645133
192.168.1.100,77.85.215.96,80,64565,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.645192,1769868534.645192
192.168.1.100,88.41.156.152,80,37622,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.645252,1769868534.645252
130.100.121.45,192.168.1.100,36779,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.645319,1769868534.645319
192.168.1.100,210.207.107.240,80,32900,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64538,1769868534.64538
127.182.206.70,192.168.1.100,9118,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.645439,1769868534.645439
189.16.12.218,192.168.1.100,61331,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.645498,1769868534.645498
192.168.1.100,234.100.225.168,80,14103,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.645557,1769868534.645557
103.59.229.252,192.168.1.100,2961,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.645626,1769868534.645626
142.7.71.170,192.168.1.100,44135,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.645717,1769868534.645717
188.105.204.217,192.168.1.100,37897,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.645776,1769868534.645776
192.168.1.100,84.211.183.217,80,45828,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.645847,1769868534.645847
192.168.1.100,48.6.192.44,80,41650,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.645906,1769868534.645906
192.168.1.100,196.174.126.79,80,26759,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.645965,1769868534.645965
109.149.212.64,192.168.1.100,4620,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.646024,1769868534.646024
16.206.151.203,192.168.1.100,61001,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.646082,1769868534.646082
192.168.1.100,25.250.214.90,80,43898,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.646141,1769868534.646141
192.168.1.100,241.36.1.250,80,24035,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.6462,1769868534.6462
192.168.1.100,2.126.138.191,80,10797,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.646259,1769868534.646259
192.168.1.100,93.146.116.171,80,22641,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.646329,1769868534.646329
192.168.1.100,226.85.252.136,80,55426,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.646388,1769868534.646388
110.109.151.140,192.168.1.100,40265,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.646459,1769868534.646459
192.168.1.100,93.193.164.14,80,6720,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.646519,1769868534.646519
16.236.110.185,192.168.1.100,56505,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.646579,1769868534.646579
135.190.79.24,192.168.1.100,38365,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.646647,1769868534.646647
107.164.134.151,192.168.1.100,40899,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.646706,1769868534.646706
154.195.170.90,192.168.1.100,28126,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.646764,1769868534.646764
192.168.1.100,246.126.97.149,80,26910,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.646823,1769868534.646823
172.2.194.191,192.168.1.100,51131,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.646881,1769868534.646881
192.168.1.100,21.45.161.28,80,48628,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64694,1769868534.64694
192.168.1.100,212.227.86.21,80,45724,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.646998,1769868534.646998
163.111.198.75,192.168.1.100,48985,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647064,1769868534.647064
192.168.1.100,234.71.4.213,80,32271,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.647123,1769868534.647123
187.30.248.28,192.168.1.100,21121,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647189,1769868534.647189
109.108.196.40,192.168.1.100,58980,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647254,1769868534.647254
125.180.200.6,192.168.1.100,5645,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647318,1769868534.647318
103.245.94.232,192.168.1.100,5566,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647377,1769868534.647377
192.168.1.100,65.78.123.237,80,110,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.647436,1769868534.647436
192.168.1.100,76.100.116.53,80,7717,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.647495,1769868534.647495
192.168.1.100,219.169.199.72,80,15895,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.647554,1769868534.647554
192.168.1.100,232.197.132.183,80,47184,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.647624,1769868534.647624
192.168.1.100,212.69.252.222,80,56619,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.647683,1769868534.647683
192.168.1.100,233.57.244.69,80,39932,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.647742,1769868534.647742
183.233.41.175,192.168.1.100,4145,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647801,1769868534.647801
166.164.62.66,192.168.1.100,21354,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647875,1769868534.647875
164.241.29.7,192.168.1.100,15223,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647938,1769868534.647938
147.54.7.161,192.168.1.100,58751,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.647997,1769868534.647997
192.168.1.100,202.200.108.65,80,2804,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.648446,1769868534.648446
192.168.1.100,87.237.133.97,80,21329,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.648525,1769868534.648525
192.168.1.100,68.166.182.113,80,26069,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.648588,1769868534.648588
192.168.1.100,194.211.84.30,80,63330,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.648649,1769868534.648649
142.214.33.61,192.168.1.100,52923,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.648708,1769868534.648708
157.10.212.142,192.168.1.100,45343,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.648768,1769868534.648768
18.143.119.40,192.168.1.100,55575,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.648827,1769868534.648827
192.168.1.100,28.114.225.243,80,30940,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.648886,1769868534.648886
192.168.1.100,90.187.226.8,80,3412,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.648945,1769868534.648945
192.168.1.100,226.47.92.246,80,1456,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649005,1769868534.649005
185.86.181.251,192.168.1.100,38241,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.649065,1769868534.649065
192.168.1.100,65.38.152.10,80,7509,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649125,1769868534.649125
192.168.1.100,49.186.47.222,80,62346,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649193,1769868534.649193
176.161.69.143,192.168.1.100,59417,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.649253,1769868534.649253
192.168.1.100,242.36.249.57,80,42685,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649312,1769868534.649312
192.168.1.100,242.45.165.36,80,43415,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649371,1769868534.649371
192.168.1.100,228.8.134.45,80,61771,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64943,1769868534.64943
149.213.235.222,192.168.1.100,38086,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.649489,1769868534.649489
192.168.1.100,243.218.119.54,80,23757,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649549,1769868534.649549
192.168.1.100,52.227.177.24,80,3700,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649608,1769868534.649608
192.168.1.100,73.205.227.180,80,44508,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649668,1769868534.649668
192.168.1.100,72.214.150.79,80,27767,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649728,1769868534.649728
192.168.1.100,36.71.73.91,80,5053,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.649788,1769868534.649788
162.61.73.36,192.168.1.100,37846,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.649848,1769868534.649848
106.34.76.237,192.168.1.100,57532,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.649908,1769868534.649908
182.174.89.133,192.168.1.100,47925,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.649969,1769868534.649969
192.168.1.100,32.10.189.199,80,52757,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.65003,1769868534.65003
192.168.1.100,87.172.188.162,80,23270,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650089,1769868534.650089
192.168.1.100,192.26.79.239,80,34363,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650149,1769868534.650149
192.168.1.100,83.103.227.11,80,28099,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650208,1769868534.650208
190.182.186.50,192.168.1.100,51559,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.650267,1769868534.650267
114.84.45.168,192.168.1.100,22962,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.650326,1769868534.650326
192.168.1.100,44.4.210.175,80,46719,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650386,1769868534.650386
161.250.121.212,192.168.1.100,51950,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.65046,1769868534.65046
192.168.1.100,57.38.203.85,80,8491,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.65052,1769868534.65052
192.168.1.100,25.61.247.144,80,61413,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650579,1769868534.650579
192.168.1.100,39.39.182.150,80,65122,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650648,1769868534.650648
192.168.1.100,56.82.13.6,80,17396,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650717,1769868534.650717
192.168.1.100,41.62.166.116,80,33606,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650781,1769868534.650781
183.55.214.162,192.168.1.100,31304,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.65084,1769868534.65084
192.168.1.100,243.129.224.48,80,3359,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650899,1769868534.650899
192.168.1.100,225.11.94.195,80,54400,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.650962,1769868534.650962
192.168.1.100,205.60.65.192,80,30383,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651021,1769868534.651021
192.168.1.100,56.37.177.167,80,23321,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651081,1769868534.651081
105.69.127.13,192.168.1.100,37965,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.65114,1769868534.65114
181.215.79.32,192.168.1.100,52414,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.651199,1769868534.651199
192.168.1.100,239.148.205.185,80,35720,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651259,1769868534.651259
150.160.180.27,192.168.1.100,21020,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.651348,1769868534.651348
192.168.1.100,38.4.197.208,80,21153,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651408,1769868534.651408
106.43.177.110,192.168.1.100,46796,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.651467,1769868534.651467
192.168.1.100,26.119.186.87,80,32445,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651525,1769868534.651525
192.168.1.100,90.252.199.121,80,19667,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651584,1769868534.651584
190.204.178.157,192.168.1.100,45878,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.651643,1769868534.651643
192.168.1.100,58.13.169.208,80,41326,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651703,1769868534.651703
192.168.1.100,230.127.199.141,80,32758,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651762,1769868534.651762
146.196.87.113,192.168.1.100,47180,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.65182,1769868534.65182
192.168.1.100,67.119.201.163,80,29645,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.651879,1769868534.651879
103.145.109.133,192.168.1.100,28684,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.651943,1769868534.651943
160.198.43.60,192.168.1.100,10832,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.652002,1769868534.652002
192.168.1.100,236.22.57.65,80,55774,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652065,1769868534.652065
190.207.58.59,192.168.1.100,35026,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.652124,1769868534.652124
171.135.224.40,192.168.1.100,29972,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.652192,1769868534.652192
192.168.1.100,98.143.221.170,80,36564,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652259,1769868534.652259
192.168.1.100,31.51.215.228,80,24789,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652322,1769868534.652322
192.168.1.100,41.118.36.240,80,45820,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652381,1769868534.652381
192.168.1.100,64.140.151.211,80,56082,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652448,1769868534.652448
192.168.1.100,88.110.126.148,80,22077,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652507,1769868534.652507
192.168.1.100,80.208.181.144,80,30613,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652567,1769868534.652567
192.168.1.100,72.117.66.164,80,61797,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.65263,1769868534.65263
192.168.1.100,251.219.255.245,80,62309,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652689,1769868534.652689
192.168.1.100,38.139.236.12,80,47612,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652749,1769868534.652749
